"","image","RoiNo","gene_fitc","gene_cy3","gene_af647","Channel","Area","Mean","StdDev","Mode","Min","Max","IntDen","Median","Skew","Kurt","frArea","RawIntDen","MinThr","MaxThr","li_thr_Area","li_thr_Mean","li_thr_StdDev","li_thr_Mode","li_thr_Min","li_thr_Max","li_thr_IntDen","li_thr_Median","li_thr_Skew","li_thr_Kurt","li_thr_frArea","li_thr_RawIntDen","li_thr_MinThr","li_thr_MaxThr","logicFISH"
"1","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0001","LRIG1","0","0","FITC",66.04,742.24,1913.55,0,0,17683,49020.44,0,4.67,29.83,30.55,471322,0,65535,14.56,3235.99,2934.14,1039,792,17683,47118.79,2356,2.8,9.77,22.05,453038,771,65535,"positive"
"2","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0005","LRIG1","0","0","FITC",115.55,171.94,724.01,0,0,7598,19867.48,0,5.51,34.93,9.99,191022,0,65535,7.07,2576.99,1525.01,853,853,7598,18225.54,2263,1.07,1.03,6.12,175235,771,65535,"positive"
"3","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0006","LRIG1","0","0","FITC",36.71,747.97,2290.99,0,0,18483,27460.98,0,4.55,24.88,20.11,264032,0,65535,5.93,4527.32,3949.22,1209,804,18483,26839.54,3235,1.87,3.47,16.15,258057,771,65535,"positive"
"4","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0010","0","0","0","FITC",70.72,180.95,1090.9,0,0,13882,12797.87,0,8.56,86.59,5.44,123049,0,65535,2.91,4292.21,3405.76,1990,1276,13882,12499.68,3228,1.66,2.06,4.12,120182,771,65535,"negative"
"5","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0013","LRIG1","LGR5","0","FITC",40.35,113.06,376.74,0,0,2913,4562.65,0,4.61,24.35,16.75,43869,0,65535,2.18,1475.19,655.63,1077,777,2913,3222.01,1198,1.12,-0.1,5.41,30979,771,65535,"positive"
"6","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0016","0","0","0","FITC",47.22,283.03,1629.36,0,0,18517,13364.49,0,7.83,67.08,10.13,128497,0,65535,2.29,5472.68,5237.67,792,792,18517,12522.25,3810,1.11,0.05,4.85,120399,771,65535,"negative"
"7","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0019","LRIG1","LGR5","0","FITC",53.36,610.93,1925.59,0,0,14774,32596.5,0,3.9,16.24,17.54,313409,0,65535,6.76,4663.6,3236.87,1734,815,14774,31527.83,4008,0.86,0.1,12.67,303134,771,65535,"positive"
"8","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0022","LRIG1","0","0","FITC",50.55,201.64,835.13,0,0,6621,10192.51,0,5.07,27.36,10.49,97999,0,65535,3.33,2885.72,1692.6,1385,870,6621,9604.25,2522,0.68,-0.7,6.58,92343,771,65535,"positive"
"9","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0025","LRIG1","LGR5","0","FITC",55.44,474.74,1557.17,0,0,17003,26317.22,0,5.62,41.42,21.01,253035,0,65535,7.49,3296.07,2954.8,923,788,17003,24682.45,2229,2.46,7.13,13.51,237317,771,65535,"positive"
"10","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0028","LRIG1","0","0","FITC",101.2,345.02,948.06,0,0,8013,34915.53,0,3.87,19.03,20.35,335706,0,65535,14.14,2304.16,1377.76,1165,782,8013,32592.03,2003,2.01,4.94,13.98,313366,771,65535,"positive"
"11","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0031","0","0","0","FITC",74.36,163.72,660.21,0,0,6216,12175.18,0,5.8,39.16,11.89,117062,0,65535,5.3,2075.55,1452.31,2972,789,6216,11009.37,1490,1.53,1.31,7.13,105853,771,65535,"negative"
"12","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0034","LRIG1","LGR5","0","FITC",113.78,1958.11,4951.65,0,0,36362,222798.89,0,3.57,14.06,33.09,2142168,0,65535,29.43,7468.69,7340.26,979,777,36362,219831.8,4830,1.62,2.12,25.87,2113640,771,65535,"positive"
"13","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0037","LRIG1","0","0","FITC",93.4,314.32,1326.62,0,0,10141,29356.5,0,5.02,26.43,9.24,282257,0,65535,6.66,4309.05,2749.08,3092,773,10141,28682.74,4105,0.57,-0.76,7.13,275779,771,65535,"positive"
"14","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0042","LRIG1","0","0","FITC",90.8,134.32,705.8,0,0,10726,12195.46,0,8.69,97.91,8.13,117257,0,65535,4.37,2515.26,2086.07,795,795,10726,10987.33,1989,2.23,5.67,4.81,105641,771,65535,"positive"
"15","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0045","0","0","0","FITC",76.24,51.62,657.74,0,0,11306,3934.97,0,14.97,232.35,1.23,37834,0,65535,0.62,6061.67,4413.9,1891,1891,11306,3782.71,8152,0.15,-1.82,0.82,36370,771,65535,"negative"
"16","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0048","LRIG1","LGR5","0","FITC",136.46,1359.13,4742.23,0,0,55256,185461.78,0,6.11,47.34,21.72,1783179,0,65535,25.07,7330.7,8885.19,1226,798,55256,183747.66,3725,2.77,9,18.37,1766698,771,65535,"positive"
"17","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0051","0","0","0","FITC",56.68,266.06,885.99,0,0,5749,15081.43,0,3.83,14.67,13.03,145005,0,65535,5.62,2580.28,1394.89,1851,775,5749,14491.71,2156,0.49,-0.94,9.91,139335,771,65535,"negative"
"18","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0054","0","0","0","FITC",137.5,438.7,2283.82,0,0,31885,60319.99,0,8.32,83.23,10.97,579965,0,65535,10.19,5744.65,6342.73,1300,788,31885,58553.03,3372,2.2,4.77,7.41,562976,771,65535,"negative"
"19","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0056","LRIG1","0","0","FITC",55.12,402.35,1074.21,0,0,8293,22178.61,0,3.63,15.52,23.4,213243,0,65535,8.53,2434.12,1586.06,1055,808,8293,20759.44,1791,1.48,2.31,15.47,199598,771,65535,"positive"
"20","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0060","0","0","0","FITC",70.62,21.68,227.52,0,0,3591,1530.87,0,12.48,169.03,1.47,14719,0,65535,0.73,2004.86,1074.5,995,995,3591,1459.62,1932,0.52,-1.29,1.03,14034,771,65535,"negative"
"21","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0064","LRIG1","0","0","FITC",76.65,1140.1,2007.78,0,0,13057,87391.37,0,2.22,4.99,48.71,840251,0,65535,25.07,3317.58,2283.84,985,782,13057,83156.75,2606,1.12,0.98,32.7,799536,771,65535,"positive"
"22","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0067","LRIG1","LGR5","0","FITC",143.74,246.27,985.57,0,0,11712,35397.39,0,5.41,35.31,11.14,340339,0,65535,11.34,2986.42,2033.13,788,771,11712,33856.12,2364,1.38,2.42,7.89,325520,771,65535,"positive"
"23","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0070","LRIG1","LGR5","0","FITC",119.4,225.18,1478.77,0,0,25056,26886.87,0,12.64,186.7,10.1,258512,0,65535,6.55,3797.32,5156.24,1002,792,25056,24881.52,2229,3.12,9.21,5.49,239231,771,65535,"positive"
"24","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0073","LRIG1","LGR5","0","FITC",157.78,49.85,604.7,0,0,14459,7865.58,0,17.47,344.19,2.44,75626,0,65535,1.66,4349.94,4102.56,1126,1126,14459,7238.73,2903,1.32,0.54,1.05,69599,771,65535,"positive"
"25","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0076","LRIG1","LGR5","0","FITC",88.3,705.94,2990.63,0,0,22003,62335.11,0,4.89,24.45,9.54,599340,0,65535,7.18,8619.36,6506.71,1025,788,22003,61856.27,7387,0.46,-1.04,8.13,594736,771,65535,"positive"
"26","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0079","LRIG1","LGR5","0","FITC",92.98,566.49,1672.32,0,0,13068,52673.35,0,3.87,17.18,19.35,506444,0,65535,13.52,3778.59,2671.16,906,775,13068,51089.64,3293,1.27,1.59,14.54,491217,771,65535,"positive"
"27","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0082","LRIG1","LGR5","0","FITC",147.69,257.54,1169.58,0,0,14971,38035.3,0,6.07,44.39,8.1,365702,0,65535,9.57,3868.67,2679.32,8304,858,14971,37017.7,3259,1.37,2.28,6.48,355918,771,65535,"positive"
"28","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0085","0","0","0","FITC",71.87,199.6,1018.02,0,0,10441,14344.75,0,7.46,61.63,11.14,137922,0,65535,3.95,3243.68,3009.03,1027,861,10441,12819.81,1815,1.31,0.42,5.5,123260,771,65535,"negative"
"29","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0088","LRIG1","0","0","FITC",44.62,105.79,535.68,0,0,6799,4720.01,0,7.89,75.54,8.86,45382,0,65535,2.08,1966.75,1579.65,1191,795,6799,4091.09,1258,1.71,2.42,4.66,39335,771,65535,"positive"
"30","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0091","LRIG1","LGR5","0","FITC",53.36,138.12,585.81,0,0,7091,7369.57,0,6.73,58.13,10.53,70857,0,65535,3.54,1888.68,1359.57,1064,835,7091,6678.76,1545,2.32,5.29,6.63,64215,771,65535,"positive"
"31","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0094","LRIG1","0","0","FITC",119.4,545.11,1962.65,0,0,15472,65086.29,0,4.72,24.1,15.24,625792,0,65535,13.42,4710.6,3840.08,856,788,15472,63201.28,3197,1.13,0.24,11.24,607668,771,65535,"positive"
"32","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0098","LRIG1","LGR5","0","FITC",39.11,295.24,929.22,0,0,8257,11545.84,0,4.82,27.8,19.95,111011,0,65535,4.89,2154.81,1704.71,809,780,8257,10533.34,1478,1.81,2.84,12.5,101276,771,65535,"positive"
"33","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0101","LRIG1","LGR5","0","FITC",64.9,6346.96,9379.66,0,0,47399,411917.12,1095,1.83,3.42,56.09,3960503,0,65535,33.59,12233.81,9906.57,892,780,47399,410982.93,11253,1.25,1.62,51.76,3951521,771,65535,"positive"
"34","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0104","0","0","0","FITC",45.66,7.62,77.17,0,0,1072,348.11,0,11.28,134.82,1.14,3347,0,65535,0.21,999,103.24,926,926,1072,207.8,1072,0,-2,0.46,1998,771,65535,"negative"
"35","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0107","LRIG1","0","0","FITC",115.24,567.22,1994.85,0,0,21004,65365.44,0,4.91,28.8,16.7,628476,0,65535,13.83,4597.35,3835.89,1027,802,21004,63594.42,3099,1.5,2.39,12,611448,771,65535,"positive"
"36","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0111","0","0","0","FITC",58.35,90.1,902.88,0,0,15483,5257.31,0,13.85,207.45,3.21,50548,0,65535,1.14,4354.45,5011.27,889,889,15483,4981.8,2015,1.36,0.35,1.96,47899,771,65535,"negative"
"37","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0114","LRIG1","0","0","FITC",141.66,233.78,1214.26,0,0,15674,33116.53,0,7.51,65.73,8.74,318409,0,65535,8.42,3786.48,3381.03,1216,833,15674,31899.24,2499,1.6,1.94,5.95,306705,771,65535,"positive"
"38","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0117","0","0","0","FITC",121.69,47.9,503.35,0,0,10731,5828.51,0,14.71,252.28,2.05,56040,0,65535,1.66,3361.31,2792.13,775,775,10731,5593.56,3197,1.41,1.19,1.37,53781,771,65535,"negative"
"39","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0120","0","0","0","FITC",41.81,0,0,0,0,0,0,0,NA,NA,0,0,0,65535,0,NA,0,0,3635,0,NA,NA,NA,NA,0,NA,771,65535,"negative"
"40","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0123","0","0","0","FITC",94.96,185.15,638.85,0,0,4584,17581.01,0,4.23,18.9,12.92,169038,0,65535,7.38,2104.94,1059.01,778,778,4584,15543.84,1859,0.64,-0.55,7.78,149451,771,65535,"negative"
"41","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0126","0","0","0","FITC",126.16,65.98,340.15,0,0,3455,8324.45,0,6.63,48.19,7.01,80038,0,65535,3.54,1859.62,785.47,797,797,3455,6576,1768,0.51,-0.84,2.8,63227,771,65535,"negative"
"42","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0129","0","0","0","FITC",34.63,3.47,60.82,0,0,1109,120.13,0,18.12,326.87,0.6,1155,0,65535,0.1,1109,0,1109,1109,1109,115.34,1109,NA,NA,0.3,1109,771,65535,"negative"
"43","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0132","0","0","0","FITC",82.68,161.02,894.22,0,0,15866,13314.26,0,10.01,137.49,7.8,128014,0,65535,4.26,2939.29,2727.88,1880,889,15866,12533.9,1880,2.89,10.52,5.16,120511,771,65535,"negative"
"44","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0135","0","0","0","FITC",84.04,286.9,1476.39,0,0,20459,24110,0,7.92,75.42,10.02,231813,0,65535,5.72,4076.22,4100.96,775,775,20459,23317.37,2274,1.97,3.71,6.81,224192,771,65535,"negative"
"45","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0138","0","0","0","FITC",76.24,3.39,50.94,0,0,1219,258.77,0,20.22,454.12,0.82,2488,0,65535,0.1,1219,0,1219,1219,1219,126.78,1219,NA,NA,0.14,1219,771,65535,"negative"
"46","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0141","0","0","0","FITC",75.3,17.5,169.7,0,0,2373,1317.86,0,11.22,134.5,1.52,12671,0,65535,0.83,1480.75,667.12,858,858,2373,1232.06,1489,0.34,-1.66,1.1,11846,771,65535,"negative"
"47","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0144","LRIG1","0","0","FITC",81.96,440.43,1357.14,0,0,11108,36096.52,0,4.13,19.25,18.65,347061,0,65535,10.82,3183.1,2290.45,1965,816,11108,34430.44,2190,1.29,1.14,13.2,331042,771,65535,"positive"
"48","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0148","0","0","0","FITC",71.66,94.49,467.46,0,0,5016,6771.33,0,6.11,42.18,5.81,65105,0,65535,3.12,2031.97,1028.73,1174,782,5016,6340.12,1827,1.05,0.67,4.35,60959,771,65535,"negative"
"49","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0151","LRIG1","LGR5","0","FITC",73.22,237.4,886.63,0,0,9830,17382.25,0,5.72,40.78,15.2,167127,0,65535,6.55,2428.03,1859.87,979,777,9830,15909.42,1686,1.87,3.7,8.95,152966,771,65535,"positive"
"50","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0154","0","0","0","FITC",128.24,256.51,1098.61,0,0,17076,32895.2,0,7.53,79.26,11.11,316281,0,65535,10.5,3020.86,2532.28,1582,782,17076,31733.04,2611,3.01,11.33,8.19,305107,771,65535,"negative"
"51","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0158","LRIG1","LGR5","0","FITC",139.47,130.32,675.77,0,0,13614,18175.93,0,10.36,153.28,10.14,174758,0,65535,6.97,2292.18,2035.98,777,777,13614,15972.87,1610,3.31,13.71,5,153576,771,65535,"positive"
"52","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0161","0","0","0","FITC",65.52,50.67,316.55,0,0,3681,3319.78,0,7.65,64.92,3.97,31919,0,65535,1.66,1808.38,858.06,840,840,3681,3009.32,1690,0.77,-0.26,2.54,28934,771,65535,"negative"
"53","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0164","LRIG1","0","0","FITC",60.74,804.97,1695.65,0,0,14584,48893.76,0,3.03,12.1,35.45,470104,0,65535,15.39,3042.84,2143.33,801,778,14584,46838.18,2512,1.81,5.15,25.34,450340,771,65535,"positive"
"54","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0166","0","0","0","FITC",117.42,88.52,477.72,0,0,6016,10393.76,0,8.07,75.07,8.77,99934,0,65535,3.95,2129.26,1515.29,1155,780,6016,8415.35,1565,1.16,0.15,3.37,80912,771,65535,"negative"
"55","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0170","0","0","0","FITC",127.2,419.75,1745.56,0,0,18320,53392.45,0,5.71,37.23,12.76,513358,0,65535,11.54,4468.99,3946.63,887,774,18320,51593.14,2936,1.34,1.22,9.08,496058,771,65535,"negative"
"56","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0175","LRIG1","0","0","FITC",144.67,406.79,1109.94,0,0,7404,58852.05,0,3.4,12.16,20.78,565851,0,65535,21.22,2612.24,1621.26,1006,773,7404,55424.52,2215,0.96,0.06,14.67,532896,771,65535,"positive"
"57","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0179","LRIG1","LGR5","0","FITC",68.75,58.61,423.72,0,0,5327,4029.41,0,9.09,90.11,3.78,38742,0,65535,1.46,2529.79,1504.87,912,912,5327,3683.59,2072,0.61,-1.06,2.12,35417,771,65535,"positive"
"58","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0182","0","LGR5","0","FITC",156.95,11.19,133.84,0,0,2663,1756.04,0,14.59,233.68,1.13,16884,0,65535,0.83,1694.75,611.59,861,861,2663,1410.12,1551,0.35,-1.08,0.53,13558,771,65535,"negative"
"59","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0185","LRIG1","LGR5","0","FITC",119.09,261.21,1702.89,0,0,18720,31106.61,0,8.15,71.11,4.98,299084,0,65535,4.47,6811.86,5767.23,972,972,18720,30464.47,4147,0.82,-0.72,3.76,292910,771,65535,"positive"
"60","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0188","LRIG1","LGR5","0","FITC",112.64,999,3324.16,0,0,28357,112525.94,0,4.53,22.89,20.5,1081915,0,65535,17.37,6359.01,6148.06,1556,791,28357,110449.97,3898,1.41,1.4,15.42,1061955,771,65535,"positive"
"61","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0191-0553","LRIG1","LGR5","BrdU","FITC",100.99,310.49,1580.86,0,0,19231,31356.43,0,7.5,66.41,9.06,301486,0,65535,6.66,4591.95,4299.46,1348,808,19231,30565.88,3307,1.77,2.66,6.59,293885,771,65535,"positive"
"62","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0192","LRIG1","LGR5","0","FITC",179.1,303.94,1512.45,0,0,18067,54434.8,0,7.29,60.17,12.2,523380,0,65535,11.96,4261.32,4179.53,2233,806,18067,50968.48,2481,1.53,1.43,6.68,490052,771,65535,"positive"
"63","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0195","0","0","0","FITC",90.9,10.86,122.09,0,0,2150,986.81,0,12.83,179.87,1.03,9488,0,65535,0.73,1278.14,489.62,861,861,2150,930.54,1064,0.84,-0.7,0.8,8947,771,65535,"negative"
"64","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0198","LRIG1","LGR5","0","FITC",102.86,745.46,2721.09,0,0,26052,76679.45,0,5.06,29.29,17.09,737258,0,65535,13,5770.89,5458.25,1143,805,26052,75026.06,3552,1.47,1.7,12.64,721361,771,65535,"positive"
"65","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0201","LRIG1","LGR5","0","FITC",193.04,298.14,1538.53,0,0,17231,57551.03,0,6.6,47.9,7.6,553342,0,65535,10.5,5337.84,4088.11,1647,785,17231,56072.06,3853,0.94,-0.12,5.44,539122,771,65535,"positive"
"66","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0204","LRIG1","0","0","FITC",141.24,72.27,627.07,0,0,14488,10206.76,0,14.51,264.63,3.98,98136,0,65535,3.12,3043.27,2995.41,1020,863,14488,9495.56,1877,2.28,5.52,2.21,91298,771,65535,"positive"
"67","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0207","0","0","0","FITC",93.4,1851.83,4828,0,0,27245,172956.9,0,3.2,9.86,31.85,1662947,0,65535,22.57,7562.17,7318.24,1188,782,27245,170673.34,4070,1.05,-0.2,24.16,1640991,771,65535,"negative"
"68","FITC_SME_Normalized_Composite_MkyFISH_SVZa_BrdU_slide44_LRIG1-fitc_Igr5-cy3_BrdU-af647_DAPI_40x_Z_pos3.tif","0210","0","0","0","FITC",73.95,6.47,56.13,0,0,842,478.53,0,10.4,118.59,2.25,4601,0,65535,0.1,842,0,842,842,842,87.57,842,NA,NA,0.14,842,771,65535,"negative"
